employee_id,company,department,employee_id,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor
2058,Glasses,AI,1,30,22,9,89156.71683,15416.20782,1,0.310194664,0.33242343,0.357700825
2059,Pear,Design,36,33,29,4,92807.14524,15851.35955,3,0.673857987,0,0.343566872
2060,Pear,Design,19,31,29,2,74600.28088,22498.23626,2,0,0,1
2061,Glasses,Search Engine,14,36,34,2,112336.0596,19049.65371,4,0.634387913,0,0.440326964
2062,Glasses,AI,1,30,25,4,119157.5518,11609.74191,4,0.866684175,0.087922921,0.045519391
2063,Pear,Sales,50,49,48,1,116712.1847,15715.64042,4,0.790851962,0,0.91674737
2064,Glasses,AI,39,31,27,5,94281.65646,23426.34863,3,0.62365977,0.649073948,0
2065,Cheerper,BigData,63,37,37,1,49868.1913,24792.91,1,0,0.720386819,0.765465648
2066,Cheerper,BigData,1,30,22,9,122891.4445,24792.91,2,0.785403596,0.785534182,0
2067,Pear,Sales,49,43,42,1,92479.33222,10815.52613,4,0.670103083,0,0.859357777
2068,Glasses,AI,12,44,41,3,117199.8695,24792.91,1,0.278326936,0.389140402,0.332857795
2069,Cheerper,BigData,68,41,31,9,40000,14184.98026,2,0.047725059,1,0
2070,Pear,Sales,52,48,46,2,122871.763,15280.46683,3,1,0.005477955,0
2071,Glasses,AI,1,41,37,3,153000,15884.62565,3,1,0.194297809,0
2072,Glasses,Search Engine,50,42,36,6,56911.60911,19585.00084,2,0.036648985,0.693984831,0.269083171
2073,Glasses,Search Engine,3,31,27,4,96587.10647,19339.65849,3,0.40689175,0.406490897,0.186792556
2074,Cheerper,Support,80,49,47,5,40000,15334.09275,3,0,0.809381734,0.666708624
2075,Pear,Sales,23,30,22,6,99285.3369,13978.93773,5,1,0,0.480798405
2076,Pear,Design,25,39,35,5,87329.63614,14853.95389,3,0.318125836,0.060139659,0.621709336
2077,Glasses,BigData,59,44,44,1,41174.12568,21815.07112,3,0,0.40028147,0.841482526
2078,Glasses,AI,8,43,37,6,114375.255,19886.57688,2,0.662748404,0.071957422,0.265343085
2079,Pear,AI,1,32,29,3,94425.08172,18622.57241,3,0.372607884,0,1
2080,Pear,Sales,14,36,31,5,81195.3815,21162.68912,1,0,0,1
2081,Cheerper,BigData,1,42,36,6,140926.9272,21095.07758,2,0.302169929,0.141155251,0.556375039
2082,Glasses,AI,10,34,26,8,75756.75393,13032.57351,3,0.243348377,0.352372439,0.403487967
2083,Cheerper,Support,32,30,24,6,44317.56308,20670.304,4,0,1,0.1519677
2084,Glasses,Design,27,42,31,9,59590.13413,16151.14444,1,0,0.443371123,0.610486056
2085,Cheerper,Support,17,42,39,2,95508.78375,16932.0272,4,0,0.615392041,0.385515575
2086,Cheerper,BigData,31,36,29,8,80971.57627,22287.46028,1,0.198452212,0.812824231,0
2087,Glasses,Search Engine,2,30,27,2,106939.827,22487.4,2,0.330718358,0.304525917,0.364710939
2088,Cheerper,BigData,45,39,31,8,91759.03545,21912.16565,1,0.445054586,1,0
2089,Glasses,BigData,28,41,37,4,86149.65808,18057.43998,3,0.358690541,0.230260391,0.410484352
2090,Cheerper,Support,58,42,36,6,40000,20375.9038,2,0,1,0.272123544
2091,Pear,Sales,43,41,42,1,99781.21073,18975.43302,2,0.460947436,0,0.775006584
2092,Glasses,Search Engine,80,44,41,3,40000,11089.20052,4,0,0.399919801,1
2093,Glasses,Search Engine,65,42,43,1,98892.57581,14755.54703,5,0.975963003,0,0.045856018
2094,Glasses,AI,22,35,34,2,120265.5883,13980.42812,4,0.899352348,0.202542902,0
2095,Glasses,AI,2,35,29,6,101281.9804,20132.94683,2,0.47978665,0.120353,0.399706071
2096,Pear,AI,37,31,24,7,40000,21201.87009,1,0,0.259124403,0.963327779
2097,Glasses,AI,9,47,41,6,109809.8281,22611.4632,1,0.47628102,0.319522987,0.204230778
2098,Glasses,Search Engine,23,32,23,9,78568.7979,9000,5,0.836264791,0.460160774,0
2099,Glasses,AI,29,33,28,6,83355.63405,24545.27857,1,0.269774943,0.370036359,0.359533074
2100,Cheerper,Support,55,33,27,6,40000,24792.91,2,0,1,0.63205168
2101,Glasses,AI,1,43,34,9,127084.6067,23091.27625,1,0.483761974,0.571347581,0
2102,Cheerper,Support,41,42,36,7,48281.19003,15470.41206,3,0,0.812018866,0.356314294
2103,Pear,Sales,28,31,25,6,90650.68875,21331.58816,2,0.712406611,0,0.734933292
2104,Glasses,AI,29,48,46,2,121508.1576,15295.58667,2,0.481474652,0.444700231,0.073461815
2105,Glasses,AI,48,41,42,1,91399.62662,14522.5724,4,0.214495459,0.265942427,0.519812479
2106,Glasses,AI,22,42,36,6,106993.9561,14822.94139,3,0.580784804,0.367388922,0.051850099
2107,Pear,Design,69,36,36,1,61167.24541,21201.30904,1,0.088234239,0.262174655,0.649554375
2108,Glasses,Search Engine,1,33,26,7,96855.05147,13311.93046,5,1,0,0.068251739
2109,Pear,Sales,9,39,39,1,153000,17291.68857,2,1,0,0.235853124
2110,Glasses,Design,37,36,27,9,112602.2445,24792.91,1,0.828420755,0.597039537,0
2111,Cheerper,Support,14,38,33,5,54755.093,17765.27818,2,0,1,0.765972418
2112,Glasses,AI,1,30,22,9,83493.84844,24792.91,1,0.512050638,0.859931529,0
2113,Glasses,AI,1,34,31,4,140434.2889,24792.91,1,0.883200409,0.410125982,0
2114,Glasses,BigData,80,40,36,4,47166.12216,10265.56263,5,0.252822638,0.479680438,0.267476674
2115,Glasses,Search Engine,8,46,43,3,103196.9907,24792.91,1,0,0.398360362,0.772632023
2116,Cheerper,Support,4,32,22,9,122780.8003,12317.50238,4,0.811825648,0.9672532,0
2117,Pear,Sales,1,39,33,6,153000,13662.23496,4,1,0,0.045235314
2118,Pear,Sales,1,33,31,2,148267.7281,18326.12595,3,1,0,0.284004031
2119,Glasses,BigData,6,30,22,6,47772.9434,18262.65642,2,0,0.60611989,0.554111855
2120,Glasses,BigData,63,41,41,1,70526.96525,21408.33746,3,0,0.983015481,0.129526909
2121,Cheerper,BigData,36,49,46,5,79089.01047,9000,4,0.479116766,0.255672859,0.264584152
2122,Pear,Sales,1,39,31,8,119558.9256,22657.81838,1,0.624367008,0.092777932,0.28327774
2123,Glasses,Search Engine,9,41,35,6,104854.7154,15892.68795,2,0.455030561,0.671659656,0
2124,Pear,Sales,30,49,48,1,126986.7305,21433.10203,2,0.477659345,0,0.981590914
2125,Cheerper,Support,60,44,39,5,82327.6718,20782.00287,2,0.364345983,1,0
2126,Glasses,AI,43,30,22,4,47117.74705,24792.91,3,0.083799438,0.227482641,0.688776254
2127,Glasses,Design,34,45,42,3,116403.9668,19414.11217,2,0.801113921,0,0.205344523
2128,Cheerper,Support,33,40,34,6,57998.30985,17235.10037,4,0.050691073,0.924062706,0.025021159
2129,Glasses,AI,12,49,47,3,124411.611,16257.54618,1,0.353551303,0.326284183,0.319742084
2130,Cheerper,BigData,53,30,25,4,72962.89705,11834.67613,5,0.781706561,0.351061648,0
2131,Glasses,AI,28,35,33,3,89976.25532,19270.70591,4,0.525686176,0.21185264,0.26251946
2132,Glasses,Design,4,39,35,4,153000,15229.87848,5,1,0,0
2133,Cheerper,Support,35,32,22,9,52503.42724,16808.41794,3,0.03058435,0.980246673,0
2134,Cheerper,Support,23,40,34,7,63674.76568,14311.17447,4,0,0.934966425,0.071104549
2135,Cheerper,BigData,35,30,22,7,56466.09712,23380.82032,1,0.031937057,0.805117487,0.162947323
2136,Cheerper,Support,41,30,22,8,41426.21388,18246.71098,4,0.062088064,1,0
2137,Glasses,AI,13,33,26,7,82134.17633,24005.77881,1,0,0.743428895,0.267206866
2138,Glasses,AI,1,44,39,5,127387.6675,13062.82305,2,0.577532186,0.24126709,0.181398035
2139,Glasses,Search Engine,38,40,35,5,88195.87246,16342.03082,3,0.12811294,0.771716854,0.100180819
2140,Pear,Design,33,32,24,8,51570.8853,20980.37529,1,0.151820524,0.350829765,0.497547302
2141,Glasses,BigData,80,38,38,1,40000,17022.13904,5,0,0.17836162,1
2142,Cheerper,Support,23,30,27,2,60560.46519,21808.0982,4,0,0.486573071,0.718943614
2143,Glasses,AI,26,39,34,4,100301.1782,15783.82555,2,0.469842735,0.319591659,0.210558803
2144,Glasses,Design,46,49,48,1,118666.9942,14602.24394,3,0.624830209,0,0.375835884
2145,Glasses,Search Engine,1,35,30,5,120928.9674,20619.03474,2,0.46487273,0,0.542877557
2146,Pear,Design,12,36,32,5,123814.7737,14049.17759,3,0.907947804,0,0.115047051
2147,Cheerper,Support,17,37,33,4,94806.64232,9689.649587,4,0.06133118,0.963119478,0
2148,Cheerper,Support,14,33,25,8,60418.00951,24792.91,1,0,1,0.128083363
2149,Glasses,Search Engine,70,49,48,1,61456.37194,21871.15094,1,0,0.419537023,0.976822142
2150,Glasses,Search Engine,62,41,39,2,67488.16338,20793.27764,3,0.100894437,0.586598069,0.312414871
2151,Glasses,Search Engine,4,30,22,8,89458.16122,23311.9332,2,0.51331572,0.491134817,0
2152,Cheerper,Search Engine,11,37,24,9,81690.98502,24761.7167,1,0.177282676,1,0
2153,Pear,Design,1,30,22,7,122910.8346,11356.82012,4,1,0,0.292197045
2154,Cheerper,BigData,1,30,26,3,110662.2032,13049.50337,5,0.296988389,0.407523157,0.295451985
2155,Glasses,Design,1,46,37,9,134194.0364,21543.14247,1,0.733359416,0.274876711,0
2156,Cheerper,Search Engine,21,46,38,7,85461.39601,19314.67768,1,0.091599239,0.667173892,0.241252794
2157,Glasses,Design,1,43,35,9,141830.7759,19469.62425,1,0.835726653,0,0.268580363
2158,Glasses,Search Engine,38,35,26,9,42477.30431,15337.87707,2,0,0.33635583,0.680995599
2159,Cheerper,Support,18,30,22,9,40000,24792.91,1,0,1,0.388324143
2160,Glasses,Search Engine,61,49,48,1,52053.84965,11216.46584,3,0,0.092345666,1
2161,Glasses,AI,1,39,28,9,137604.0042,15898.27117,3,1,0.501374406,0
2162,Cheerper,BigData,28,48,41,7,108138.654,16781.31758,2,0.412303458,0.894026233,0
2163,Cheerper,Support,59,42,35,7,42616.75875,18018.47875,2,0,1,0
2164,Pear,Design,25,42,40,2,107741.3988,18348.68156,3,0.644053312,0,0.631318334
2165,Glasses,AI,9,30,22,4,84338.08534,20445.13986,3,0.548750754,0,0.65895441
2166,Glasses,Search Engine,23,39,36,3,77394.23465,24792.91,1,0,0.38395507,0.665484376
2167,Cheerper,BigData,53,35,27,8,72426.80564,18211.11035,3,0.553507164,1,0
2168,Glasses,BigData,27,34,29,6,69221.09808,14597.55925,4,0.054011827,0.272385441,0.673482237
2169,Glasses,Design,80,43,41,3,62646.79728,10063.01249,4,0.761003993,0.005691514,0.233127131
2170,Cheerper,Support,1,30,22,9,87060.36547,19144.39059,3,0.3375929,1,0
2171,Cheerper,BigData,31,30,23,6,63316.5928,20503.2328,2,0.024339514,0.791671931,0.183994142
2172,Cheerper,BigData,61,40,38,2,76187.95868,24792.91,1,0.183170575,0.754957527,0.061824733
2173,Glasses,Design,65,37,30,7,70093.3661,10831.81138,4,0.80752504,0.150093675,0.042425401
2174,Glasses,Design,51,38,36,3,92693.30693,9000,5,0.918420533,0,0.520364279
2175,Pear,Sales,20,44,42,3,127737.8838,20071.88689,1,0.787381507,0,0.435457009
2176,Cheerper,Support,18,30,22,4,95162.44955,12042.93041,5,0.780715243,0.548160799,0
2177,Pear,Sales,19,42,36,5,130298.0303,17681.89022,1,1,0,0.20808645
2178,Pear,AI,62,45,44,1,48489.27237,16260.33188,3,0,0.041197075,1
2179,Glasses,AI,1,39,38,1,143318.4678,24792.91,1,0.544080677,0,0.47946953
2180,Pear,Design,6,45,44,1,112642.9237,24360.67992,1,0.267828742,0,1
2181,Glasses,Search Engine,23,34,26,8,92472.64817,9000,5,0.824305298,0.237336405,0
2182,Glasses,AI,1,31,22,9,137045.3752,24792.91,1,0.799187008,0.91421453,0
2183,Cheerper,Support,31,39,35,3,77411.70999,12167.47481,5,0.155337339,1,0
2184,Glasses,AI,15,43,36,7,116696.1275,21261.89268,1,0.585445999,0.606848505,0
2185,Glasses,Search Engine,14,34,26,8,95483.31583,10197.10204,4,0.875395403,0.277330719,0
2186,Glasses,Design,1,39,34,5,153000,20345.50737,1,0.792681407,0,0.309074349
2187,Cheerper,BigData,35,40,36,4,89843.32804,20080.89537,3,0.210206148,0.716885008,0.072453851
2188,Glasses,Search Engine,43,46,41,5,77753.07163,12494.57601,5,0.459516737,0.109805345,0.430900188
2189,Glasses,Search Engine,21,36,33,3,108907.5361,23185.87123,2,0.304744109,0.832278808,0
2190,Pear,Design,71,30,22,9,73250.40296,15136.6751,4,1,0.351355737,0
2191,Cheerper,BigData,68,45,41,4,58935.11698,9000,5,0.21663249,0.600197907,0.183475929
2192,Cheerper,Search Engine,57,36,26,9,54927.50035,22586.16815,1,0.171448226,0.946264759,0
2193,Glasses,Search Engine,40,42,39,3,92303.92793,9976.964096,4,0.392567445,0.536101311,0.071706044
2194,Glasses,AI,47,33,28,5,47688.09712,23099.07305,1,0,0.287045593,0.996211694
2195,Pear,Design,68,40,34,5,45744.55495,18272.23658,2,0.06372937,0.592159231,0.34393459
2196,Glasses,AI,37,36,39,1,98358.66994,15019.04474,4,0.152296901,0.104952407,0.743448359
2197,Glasses,AI,40,35,31,4,100254.4101,11756.07049,4,0.757662505,0.524109921,0
2198,Glasses,Search Engine,5,30,22,9,87235.30478,13952.02473,4,0.560914974,0.373992438,0.065048907
2199,Pear,AI,64,37,34,3,74300.49754,9924.244924,5,0.8054753,0,0.416720471
2200,Cheerper,Support,51,31,22,9,50988.22401,18331.09767,4,0.16760222,1,0
2201,Pear,Design,30,35,30,6,88540.82372,22465.70628,1,0.398837439,0.283230524,0.318124108
2202,Glasses,Search Engine,1,35,28,6,124038.7323,10030.12156,4,0.961128688,0.169614829,0
2203,Glasses,Search Engine,1,33,24,9,77161.86276,14332.13602,3,0.437219507,0.367914015,0.194655543
2204,Pear,Sales,1,35,33,1,153000,21406.05897,3,1,0,0.157649937
2205,Glasses,Search Engine,39,49,44,7,82288.25714,15509.33267,2,0.2598064,0.621744605,0.118856268
2206,Cheerper,Support,9,39,29,9,43699.26643,13096.76517,2,0,1,0.361031704
2207,Cheerper,BigData,49,44,39,5,78528.97721,19959.60078,1,0.139089898,1,0
2208,Cheerper,Support,80,33,30,3,40000,22607.34911,3,0,0.79282696,0.830389168
2209,Pear,Design,77,48,44,4,61629.02105,19535.45056,1,0.064730314,0.314313687,0.620840071
2210,Cheerper,BigData,15,48,47,1,118427.1781,19648.01313,3,0,0.724713377,0.282544345
2211,Pear,Sales,47,49,48,1,94301.11403,13583.19773,4,0.418783631,0,1
2212,Glasses,BigData,37,37,33,3,45670.43109,12810.11081,4,0,0.316646752,0.918406116
2213,Pear,Design,64,38,35,4,67560.56456,24792.91,1,0.116391932,0.249762169,0.633792245
2214,Cheerper,BigData,20,36,28,8,90237.5737,15872.88246,3,0.316208783,0.821612281,0
2215,Pear,Design,25,45,41,4,81748.33754,24792.91,1,0,0.411533828,0.840485485
2216,Glasses,AI,32,46,42,4,111979.3947,16629.36185,2,0.461696576,0.293223597,0.244995087
2217,Glasses,Search Engine,41,43,37,5,66615.54234,10356.57957,4,0.251611091,0.197994083,0.550289919
2218,Glasses,Search Engine,20,43,41,2,76399.63255,24792.91,1,0,0.243701341,1
2219,Pear,Sales,40,30,22,7,55180.19628,24792.91,1,0.230226167,0.034752991,0.734730031
2220,Cheerper,BigData,34,49,48,1,111094.4822,10982.6546,4,0.145386723,0.691828151,0.163010417
2221,Cheerper,BigData,54,49,48,1,98562.54795,12445.46727,5,0.59116732,0.124235736,0.28465458
2222,Cheerper,Support,14,34,28,7,117728.3198,16642.71347,4,0.936687145,0.643807696,0
2223,Cheerper,BigData,15,49,47,2,105933.6573,24792.91,1,0.062774386,0.560217974,0.376906314
2224,Pear,Design,13,40,42,1,105550.7427,22779.34197,1,0.021603792,0,1
2225,Glasses,AI,65,45,40,5,53528.4748,24792.91,1,0.211046781,0.632096451,0.156846253
2226,Pear,Sales,47,35,30,5,70424.5261,24790.24114,1,0.205030527,0.376877773,0.418517727
2227,Glasses,Search Engine,66,49,48,2,87357.40122,18003.7341,2,0.401084172,0.285108758,0.313962212
2228,Pear,AI,1,31,25,6,92666.82759,17842.86414,2,0.451945522,0.056365231,0.491586198
2229,Cheerper,BigData,58,35,30,5,60584.95076,23003.5645,2,0,1,0
2230,Glasses,BigData,64,36,31,5,41973.36236,24792.91,1,0,0.959046437,0.314718254
2231,Glasses,Sales,61,49,48,1,124891.9832,12623.27429,3,1,0,0.180609722
2232,Pear,Design,32,37,32,5,83900.82333,16948.35841,4,0.748369419,0,0.353327889
2233,Glasses,Design,3,35,26,9,106085.9563,19074.52151,1,0.598585424,0.393707197,0.007665042
2234,Glasses,BigData,23,48,45,3,83213.83528,24792.91,1,0,0.645192226,0.736507084
2235,Pear,Design,1,32,25,7,111813.4021,19031.34422,3,0.841878441,0.361728432,0
2236,Glasses,AI,52,47,45,2,91080.5099,24792.91,1,0.284309512,0.436070282,0.279640413
2237,Cheerper,BigData,1,39,31,8,107074.4444,18787.43525,2,0.358315489,0.787596967,0
2238,Pear,Sales,1,41,40,1,153000,24479.33055,1,1,0,0
2239,Cheerper,BigData,37,43,35,7,59179.02083,22812.2712,1,0,0.811539651,0.500503645
2240,Glasses,AI,1,30,22,5,136948.3804,19733.18268,3,0.804525453,0.00847242,0.187049332
2241,Glasses,Design,51,37,28,9,74305.04914,12481.22769,3,0.793622763,0.233353206,0
2242,Glasses,AI,1,40,36,4,93103.87067,24792.91,1,0,0.116388598,0.999555385
2243,Pear,Sales,7,38,32,6,122821.756,24792.91,1,0.767345448,0.123562025,0.109276506
2244,Pear,Design,26,48,44,4,120351.1701,15322.99259,2,0.708416895,0.086383096,0.205333849
2245,Pear,Sales,18,38,37,1,137001.4969,19116.27133,3,0.807103274,0,0.550188203
2246,Glasses,Design,32,39,33,6,111828.5663,14458.07535,3,0.847798819,0.258619467,0
2247,Glasses,AI,43,41,35,5,61676.07955,18099.72544,1,0.107136927,0.34483842,0.547757546
2248,Glasses,BigData,40,35,32,3,51497.65977,17395.93254,2,0,0.641657595,0.672200554
2249,Glasses,Search Engine,80,35,30,5,52976.62334,9000,5,0.992344643,0.282342377,0
2250,Cheerper,BigData,1,30,22,9,109015.0525,14519.99542,4,0.745224476,0.741370839,0
2251,Glasses,Search Engine,59,37,35,3,66795.52426,18855.0165,3,0.24458643,0.494182192,0.261479693
2252,Pear,AI,50,43,43,1,72289.5646,21289.48456,2,0,0.032336015,1
2253,Cheerper,Support,27,37,34,3,66139.75864,11528.7542,5,0,1,0.064736333
2254,Cheerper,Support,1,47,44,3,97145.62832,13944.45557,3,0,0.345432731,0.814162056
2255,Cheerper,Support,77,43,35,7,40000,12416.17661,3,0.006906325,1,0
2256,Glasses,Search Engine,14,41,32,9,71354.80255,19382.58671,2,0.046429243,0.397493001,0.555761471
2257,Pear,Design,32,39,40,1,123279.1341,22463.7663,2,0.867625031,0,0.340736552
2258,Pear,Sales,53,43,43,1,90642.30467,16376.34149,3,0.411493925,0,1
2259,Cheerper,BigData,33,46,42,4,73691.39134,23127.42342,1,0,0.764115092,0.538768589
2260,Glasses,Search Engine,46,36,34,2,78263.10902,12870.24679,4,0.357326709,0.248928916,0.393850166
2261,Cheerper,BigData,8,37,32,6,98549.79402,18976.42002,2,0.237127137,0.89083872,0
2262,Cheerper,Support,24,34,27,7,90392.17154,15382.33529,4,0.632526417,0.840765908,0
2263,Pear,Sales,36,38,32,6,73975.11727,24792.91,1,0.170134337,0,1
2264,Glasses,Search Engine,66,40,40,1,50178.32686,15342.6268,3,0,0.084904311,1
2265,Glasses,AI,12,39,38,1,125100.7315,24792.91,1,0.661922774,0.282639281,0.055360385
2266,Cheerper,Support,61,41,31,9,45588.36329,18264.69229,2,0,1,0
2267,Glasses,AI,1,40,35,5,128483.1346,22707.65063,1,0.56454579,0.0273026,0.408735886
2268,Pear,Sales,43,42,40,3,108318.2777,13526.9285,2,0.657128022,0,0.492721058
2269,Cheerper,Search Engine,9,37,26,9,74326.66069,15783.99764,2,0.189730493,0.432908757,0.376956204
2270,Pear,Sales,1,33,28,6,132514.6919,17703.7376,3,0.998204362,0,0.326021078
2271,Glasses,AI,36,37,34,3,96578.78134,22899.93874,2,0.482785485,0.26209235,0.25541961
2272,Glasses,Search Engine,7,35,30,4,85557.04927,23125.29325,2,0.154744419,0.186021796,0.659040903
2273,Glasses,Design,38,49,45,5,86383.06384,14629.8586,2,0.402150133,0,0.743163716
2274,Cheerper,BigData,17,39,34,5,104978.1221,10998.76931,5,0.666816224,0.425021358,0
2275,Cheerper,BigData,28,42,35,7,67532.88835,16575.99704,1,0,0.732741731,0.498620253
2276,Glasses,Search Engine,6,32,26,6,93124.3575,23874.23789,2,0.333127543,0.366629848,0.300206237
2277,Glasses,Search Engine,8,30,23,6,69782.22574,16042.89797,3,0.02137113,0.241899874,0.736917045
2278,Glasses,Search Engine,14,30,24,4,93907.66207,20325.16806,3,0.411422683,0.540612469,0.048537396
2279,Cheerper,BigData,27,34,30,4,86918.44238,14232.33569,3,0.315255006,0.725277599,0
2280,Glasses,Search Engine,26,40,36,4,107509.3332,16481.27806,4,0.666189413,0.247924751,0.085519805
2281,Pear,Sales,11,49,48,3,148452.9496,24792.91,1,0.739539719,0,0.690660207
2282,Cheerper,Support,45,36,33,3,41264.22079,19144.13583,3,0,1,0.461577466
2283,Glasses,Search Engine,27,44,44,1,116137.7558,9000,5,0.572542178,0,0.519394858
2284,Pear,Sales,6,33,26,7,104852.8374,15696.359,2,0.760495776,0,0.380735583
2285,Glasses,Search Engine,25,36,29,7,86072.96246,20794.95759,1,0.223452979,0.941620971,0
2286,Pear,Design,47,38,36,2,78588.6944,22659.15421,2,0.236377502,0.107553867,0.656456878
2287,Cheerper,Support,46,30,22,8,40000,16434.635,4,0,0.87194194,0.366475863
2288,Cheerper,BigData,46,37,30,7,49605.66044,21284.6123,2,0,0.636780341,0.444943713
2289,Cheerper,BigData,52,47,44,4,83847.36933,10775.92728,2,0.008583686,0.938878685,0.052380133
2290,Glasses,Search Engine,1,30,22,8,78312.5375,24792.91,1,0.076032694,0.523537152,0.400571989
2291,Pear,Sales,26,49,48,3,135132.4502,10967.77293,3,1,0,0.433846763
2292,Cheerper,Support,14,30,22,9,50960.0073,18519.50527,4,0.29823409,1,0
2293,Glasses,Design,1,30,22,9,141543.71,20363.23701,2,1,0.224237687,0
2294,Glasses,AI,60,44,42,1,84695.2604,15618.30188,3,0.547185691,0.267320926,0.185663863
2295,Glasses,Search Engine,17,35,36,1,121490.8371,20372.83196,3,0.627287615,0.012527864,0.360210884
2296,Cheerper,Support,27,33,26,8,80890.11462,10420.46042,4,0.294245219,1,0
2297,Glasses,Search Engine,15,30,22,7,83705.41903,20762.03889,3,0.583586817,0.706450291,0
2298,Glasses,Search Engine,80,38,36,2,40000,20527.8214,3,0,0.3639194,0.967111608
2299,Glasses,AI,79,41,42,1,41103.98971,16567.60291,4,0,0,1
2300,Cheerper,Search Engine,33,48,44,4,91913.2853,18379.57161,1,0,0.684369638,0.402209893
2301,Glasses,Search Engine,1,37,34,3,81599.1535,24318.02469,2,0,0,1
2302,Pear,Design,9,30,22,5,64488.43759,24792.91,1,0.037019391,0.021319335,0.941732561
2303,Pear,Design,1,38,34,4,131592.0726,16918.70568,3,0.809387585,0,0.538590905
2304,Glasses,AI,50,45,43,2,76204.01718,17010.17041,3,0.354072923,0.066092666,0.579877859
2305,Glasses,Search Engine,18,32,29,2,97521.472,17648.67209,3,0.282511856,0.307282488,0.410436571
2306,Glasses,Search Engine,42,46,40,6,83671.61555,19527.27014,3,0.414516617,0.502753748,0.083133234
2307,Pear,Design,54,44,44,1,94488.24748,10978.22827,4,0.541585011,0.001078138,0.457024554
2308,Glasses,AI,1,33,28,5,119249.1613,18107.856,3,0.747798663,0.065575643,0.18613614
2309,Glasses,Design,58,38,34,4,88664.31489,10152.66569,5,0.959822767,0.265485747,0
2310,Pear,Design,45,46,46,1,93206.26205,24792.91,1,0.028421316,0.011407257,0.960085289
2311,Glasses,Search Engine,19,42,37,5,76033.61267,24792.91,1,0,0.679767208,0.752639085
2312,Glasses,Design,38,32,24,8,122034.595,10212.06644,4,1,0.23149311,0
2313,Glasses,Search Engine,1,41,33,8,107869.7323,20149.22265,1,0.018431447,0.681811614,0.300090881
2314,Glasses,AI,8,30,22,9,87030.15947,24792.91,1,0.465527702,0.657370877,0
2315,Glasses,AI,4,40,34,6,130642.4625,15501.93628,2,0.775260038,0.572733804,0
2316,Glasses,Design,22,49,46,5,100640.1427,17631.76867,1,0.243920681,0.092686359,0.663366505
2317,Cheerper,BigData,11,30,22,9,89707.3542,21484.08837,3,0.632154965,0.859602462,0
2318,Cheerper,Support,28,30,23,6,45421.87539,19749.48736,3,0,1,0
2319,Pear,Sales,28,49,48,1,122424.0007,24403.62301,1,0.574845349,0,0.869653306
2320,Pear,Sales,21,39,34,5,139158.877,17331.55973,3,1,0,0
2321,Pear,Sales,24,36,33,2,123281.9989,10461.01874,5,1,0,0.087043243
2322,Pear,Design,62,47,46,1,73912.40218,19217.7453,1,0,0.171377697,0.833680272
2323,Glasses,BigData,23,45,42,3,73296.61841,19705.42141,2,0,0.287869849,0.732534444
2324,Cheerper,Search Engine,1,38,32,6,125663.9693,14032.59619,2,0.68480918,0.239909136,0.075289469
2325,Glasses,Search Engine,3,37,31,5,99912.94523,23240.08232,1,0,0.756780161,0.250461282
2326,Cheerper,Support,49,38,33,5,54561.72971,17354.43329,3,0.023079196,0.834145274,0.142934711
2327,Cheerper,Support,53,31,31,1,40000,24060.32217,4,0,0.742748014,0.857414541
2328,Glasses,Search Engine,48,31,24,7,48171.26755,15038.59462,2,0.07046354,0.922164322,0.007563403
2329,Glasses,AI,42,31,24,7,68958.83446,10123.33011,4,0.599531893,0.336614029,0.063175654
2330,Glasses,Search Engine,41,38,36,1,84372.33363,9000,5,0.441216533,0,0.580270516
2331,Cheerper,Support,39,40,37,3,83911.62173,10704.56453,5,0.3001548,0.869850566,0
2332,Pear,Design,1,30,22,9,90867.29289,24792.91,1,0.256550425,0.184482895,0.559618767
2333,Glasses,Search Engine,57,33,30,3,79755.24284,15395.88226,5,0.629306847,0.028685446,0.34191415
2334,Pear,Sales,18,44,43,1,123520.7473,17337.00132,1,0.509381935,0,0.53244533
2335,Glasses,AI,1,34,30,4,81359.26585,21821.32103,1,0,0,1
2336,Glasses,AI,1,35,35,1,135611.0354,17660.23699,4,0.599104683,0.159812487,0.241298194
2337,Pear,Design,40,46,43,4,77471.90965,17155.70845,1,0,0.334495885,0.692786963
2338,Cheerper,BigData,1,34,28,6,92246.23907,10775.39884,4,0.297720771,0.710951575,0
2339,Glasses,AI,34,32,31,2,82438.27289,15537.07289,4,0.64874477,0.058071373,0.293169541
2340,Cheerper,BigData,20,32,27,5,81270.69795,24792.91,1,0,0.997551667,0.122485204
2341,Glasses,Design,29,40,36,4,94287.16108,22622.42334,1,0.208799908,0.359458784,0.431804112
2342,Cheerper,Search Engine,38,35,29,6,109390.2282,14194.34732,4,0.923790308,1,0
2343,Cheerper,Support,1,39,31,8,55709.13435,14187.938,3,0,1,0.17497807
2344,Glasses,AI,24,48,48,1,134929.9039,21375.29834,2,0.659852593,0.249313514,0.090532096
2345,Pear,Sales,11,35,29,6,92275.83446,22083.43686,1,0.387764207,0,0.696263414
2346,Glasses,AI,27,30,24,5,101483.4472,24792.91,1,0.554770281,0.699371397,0
2347,Glasses,BigData,21,30,22,6,49412.89606,24792.91,1,0,0.802151075,0.478013455
2348,Glasses,AI,45,45,38,7,98459.51082,14422.36782,3,0.676737056,0.61185935,0
